,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Phase,Phase,Phase,Phase
,afLeftThigh,Left Knee,afLeftAnkle,afLeftFoot,afRightThigh,Right Knee,afRightAnkle,afRightFoot,pfWaist,pfLeftFemurHead,pfLeftKnee,pfLeftAnkle,pfRightFemurHead,pfRightKnee,pfRightAnkle,LeftArm,LeftHip,LeftKnee,LeftAnkle,LeftToe,RightArm,RightHip,RightKnee,RightAnkle,RightToe,RL - T4,RL - RunLab,LL - T4,LL - RunLab
326,5.72,6.35,0.14,8.83,1.79,0.99,20.98,348.09,1.3,0.77,8.27,2.23,2.97,0.91,3.7,0.91,,,100.07,16.92,39.73,145.17,150.7,75.25,1.1,,,,
327,4.98,5.34,1.57,14.89,2.18,0.73,19.08,347.71,1.41,1.13,8.54,0,2.36,2.15,4.37,1.28,,,98.8,8.02,40.32,146.87,156.04,75.74,1.14,,,,
328,4.45,4.25,3.4,17.02,2.12,0.17,18.82,348.07,0.15,1.51,8.35,2.93,2.17,2.93,3.28,2.52,,,98.93,0.95,40.04,147.96,157.07,77.15,1.76,,,,
329,3.74,3.74,7.04,22.64,2.35,0.75,13.41,350.88,1.46,2.25,6.85,4.98,2.01,3.76,1.46,4.07,163.93,115.06,97.35,0.84,40.13,149.26,156.17,77.29,4.82,,,,
330,3.58,3.79,7.88,27.47,2.51,0.29,13.56,355.89,2.57,0.24,10.47,3.89,2.2,3.87,2.94,5.22,162.52,106.87,94.78,2.18,39.08,152.69,155.72,81.86,6.27,,,,
331,2.81,0.01,11.86,31.52,3.54,0.82,14.8,0.03,2.45,0.45,8.77,2.51,2.25,3.74,2.46,8.21,,,90.87,0.7,37.57,151.5,152.27,83.71,0.38,,,,
332,2.95,0.99,12.06,32.96,3.68,0.36,14.43,0.7,2.42,0.69,7.32,0.44,2.55,3.97,1.57,11.71,,,88.94,0.28,36.18,151.35,147.22,80.79,1.97,,,,
333,2.14,1.92,12.74,33.52,3.89,0.59,14.47,2.91,2.77,0.78,5.17,4.82,3.06,3.16,1.83,15.18,151.72,87.15,87.39,2.37,33.13,150.48,142.9,77.94,2.97,,,,
334,3.02,0.91,10.85,31.82,4.22,0.75,14.36,3.27,2.37,0.29,4.95,2.57,3.75,2.06,0.15,18.39,142.27,79.57,84.63,0.29,29.45,153.93,142.45,74.91,3.54,,,,
335,0.8,0.88,8.76,30.92,4.03,0.04,16.12,3.48,2.89,0.09,5.46,3.36,3.95,0.96,2.52,21.23,137.4,77.66,82.54,1.76,26.21,154.08,140.67,72.5,1.65,,,,
336,0.89,6.18,1.68,28.78,4.7,0.67,15.8,4.13,2.34,0.29,5.24,7.2,3.65,2.03,1.44,24.54,,,82.18,4.02,22.41,151.36,137.16,70.73,2.5,,,,
337,0.7,8.77,2.11,27.34,4.29,0.24,16.76,4.11,2.44,0.8,3.37,5.54,2.86,2.9,4.37,28.24,132.65,79.72,79.73,1.84,18.05,154.6,138.3,70,1.49,,,,
338,0.52,7.47,0.56,26.77,4.48,0.01,16.98,5.31,2.41,0.99,3.09,4.7,2.47,3.35,7.2,31.48,130.16,82.03,,,14.19,157.47,140.16,69.08,1.85,,,,
339,0.42,4.89,1.14,25.68,5.36,1.06,17.42,4.68,2.4,0.76,3.09,9.08,2.11,3.04,10.5,33.94,129.13,86.55,79.77,12.15,11.42,161.26,143.72,69.2,0.76,,,,
340,0.26,3.83,3.57,23.45,5.48,3.15,12.9,4.3,1.09,0.82,3.32,10.09,0.46,4.67,4.19,36.82,127.88,91.91,76.93,14.01,8.53,162.79,144.2,69.34,6.03,,,,
341,0.73,3.37,7.32,22.86,5.53,1.69,18.25,4.89,1.51,0.79,2.87,10.57,0.79,3.56,5.02,38.86,128.34,99.94,75.89,9.31,6.11,166,147.1,69.65,5.5,,,,
342,0.5,1.42,11.27,20.5,5.24,2.23,14.03,1.23,1.54,1.64,1.75,9.18,0.4,3.01,1.68,41.1,128.79,107.39,73.1,1.46,4.99,168.59,149.36,71.13,6.01,,,,
343,1.37,1.05,15.01,16.88,5.82,2.11,12.79,1.73,1.7,1.08,2.27,0.47,0.23,2.12,4.34,43.83,130.35,117.62,73.38,4.57,4.53,171.28,151.36,73.35,9.05,,,,
344,1.4,1.21,16.93,11.04,4.55,1.43,9.66,2.72,2.15,0.66,2.58,4.42,0.63,1.09,6.68,45.09,133.2,128.44,73.47,2.17,3.35,173.1,151.76,74.84,10.53,,,,
345,1.31,0.6,20.32,6.41,3.37,0.17,6.55,0.45,2.06,0.98,2.56,6.25,0.65,0.97,6.45,46.1,136.34,139.17,72.24,1.58,2.35,177.91,157.16,80.43,17.31,,,,
346,1.18,0.81,20.19,4.05,3.07,0.94,0.65,357.89,2.82,0.61,2.86,7.01,0.44,1.58,6.76,47.02,138.96,147.54,72.59,0.16,1.42,179.57,159.36,84.68,19.75,,,,
347,1.31,1.53,17.81,11.33,3.1,1.4,1.22,357.7,3.37,0.71,2.55,5.75,0.15,3.1,17.64,47.35,141.48,152.81,71.97,4.58,0.61,179.46,159.18,90.75,23.17,,,,
348,1.61,2.16,21.53,19.29,2.85,1.71,2.56,358.83,4.01,0.99,2.67,5.01,0.07,3.84,16.66,47.66,142.11,155.01,71.06,5.2,0.32,181.92,158.82,96.86,28.98,,,,
349,1.98,2.89,19.58,22.15,2.57,0.92,2.06,1.95,4.52,1.34,2.75,2.48,0.61,4.92,15.62,47.43,143.54,156.33,72.53,0.74,1.57,181.15,154.75,99.31,20.53,,,,
350,2.46,3.38,20.95,23.8,2.21,0.24,0.72,15.33,4.13,2.12,2.09,0.53,0.75,5.69,17.78,46.36,144.16,153.97,71.43,2.98,1.52,177.7,146.63,100.88,7.15,,,,
351,2.79,2.72,23.24,21.18,1.69,0.94,3.21,19.09,3.07,2.94,1.63,4.12,0.63,5.72,18.2,45.69,,,76.98,6.08,0.58,173.63,138.93,103.87,4.9,,,,
352,4.15,4.15,16.65,14.82,1.19,1.17,5.16,26.31,,2.68,2.45,7.3,1.28,7.11,9.21,43.63,,,76.55,0.29,2.08,172.62,131.27,106.47,7.62,,,,
353,4.33,3.49,11.5,1.01,0.06,2.22,6.78,28.22,1.07,3.19,1.61,2.05,1.21,6.37,4.22,41.49,,,73.58,1.78,2.76,169.25,122.46,108.98,2.4,,,,
354,4.75,3.34,11.45,5.77,0.99,4.27,9.47,31.37,0.02,4.63,0.45,0.22,1.41,6.48,1.98,38.36,,,69.87,1.91,5.37,167.56,115.81,109.38,5.2,,,,
355,5.5,3.86,12.21,9.47,0.7,4.26,10.39,33.1,1.1,5.72,1.7,1.31,1.42,5.73,1.75,34.04,,,66.88,0.53,7.15,165.2,107.91,106,3.83,,,,
356,5.07,3.08,14.14,10.47,1.66,1.98,5.83,30.25,0.86,6.05,2.04,7.64,0.85,5.04,1.62,30.4,,,64.78,0.04,10.36,160.77,101.19,102.08,3.73,,,,
357,5.23,3.14,14.14,9.39,1.06,1.87,1.99,28.02,0.12,5.98,1.17,1.82,0.48,4.46,3.61,25.85,,,63.2,0.25,13.83,156.79,95.02,98.45,11.5,,,,
358,4.95,2.22,15.2,8.69,1.14,6.28,1.91,28.31,0.03,5.39,0.37,1,0.97,1.21,4.2,21.08,,,63.2,4.03,16.49,152.36,91.27,94.51,9.38,,,,
359,5.3,2.25,16.77,7.38,0.86,9.7,2.86,27.76,1.25,4.91,0.32,0.86,1.78,0.42,2.71,17.91,156.19,140.43,64.17,4.64,18.74,147.77,87.68,92.43,11.34,,,,
360,6.02,2.47,18.93,9.22,0.95,7.5,1.09,26.75,1.14,4.08,1.99,3.77,3.12,2.62,1.99,14.09,,,64.79,7.17,21.91,145.45,87.82,91.25,8.96,,,,
361,6.6,3.22,15.49,7.13,0.47,5.62,3.31,25.84,2.6,3.17,3.46,6.46,2.26,0.6,1.96,11.66,,,64.44,7.27,24.47,141.79,87.8,87.7,4.88,,,,
362,7.02,4.3,13.67,7.83,0.2,4.77,7.07,26.21,2.87,2.71,4.18,17.11,2.04,0.3,2.11,9.07,161.59,146.29,68.16,12.73,27.23,140.35,89.97,83.61,,,,,
363,7.11,4.28,15.11,9.39,0.73,3.77,7.4,23.05,3.45,2.67,3.87,17.58,2.22,1.32,8.45,8.52,,,69.98,10.78,29.11,139.01,94.23,83.22,7.43,,,,
364,7.53,5.39,12.05,8.69,1.37,2.15,9.84,19.47,3.26,1.87,4.59,14.15,2.74,1.49,7.91,7.5,,,71.95,12.91,31.35,138.31,99.42,81.46,7.47,,,,
365,7.71,6.32,8.62,8.78,0.21,2.23,10.95,15.37,3.22,1.04,5.13,5.74,3.46,1.27,9.36,6.94,,,77.14,22.98,32.71,137.61,105.33,81.68,10.88,,,,
366,7.44,4.97,9.9,8.96,0.14,1.58,13.15,10.88,2.34,1.23,5.15,7.17,3.23,2.26,9.87,6.66,,,82.35,30.64,34.4,138.38,113.27,81.37,11.62,,,,
367,7.48,6.72,4.84,7.73,0.36,0.49,18.49,7.47,0.94,0.77,7.2,9.93,3.58,3.36,6.61,5.51,,,88.05,33.67,36.04,139.93,122.35,78.05,4.79,,,,
368,7.41,6.84,2.26,8.16,0.05,0.18,19.13,2.14,0.23,0.73,8.03,2.91,3.41,3.57,5.14,4.97,,,92.93,30.5,37.66,142.05,132.65,77.66,2.7,,,,
369,6.55,7.1,0.16,10.43,0.1,0.5,18.87,356.4,0.29,0.42,9.99,2.92,4.04,1.35,0.82,4.65,,,96.81,22.53,38.56,144.89,143.24,77.99,3.21,,,,
370,6.1,6.18,1.07,9.38,0.51,0.26,18.76,348.12,0.43,0.54,11.07,5.13,4.18,0.47,0.79,3.93,,,96.8,12.89,40.34,146.97,151.17,76.6,2.04,,,,
371,5.49,6.18,2.75,16.58,0.68,0.78,17.64,346.26,0.67,0.75,12.29,0.23,3.12,2.61,1.29,4.3,,,96.94,5.62,41.06,148.34,155.11,76.3,3.9,,,,
372,4.56,4.53,8.79,21.46,0.6,1.24,16.98,345.34,0.8,0.92,12.75,0.74,3.33,2.92,2.76,4.79,166.48,122.34,97.09,4.38,41,148.94,156.74,76.87,3.32,,,,
373,4.01,4.26,12.15,32.74,1.32,0.67,14.19,349.62,2.95,1.03,13.12,1.33,3.44,2.96,6.63,5.69,162.83,112.29,96.11,8.41,40.47,149.64,156.06,76.16,2.95,,,,
374,3.6,3.35,15.31,37.47,1.52,0.39,11.38,353.46,4.54,0.2,15.23,2.61,3.14,3.6,3.51,7.39,159.97,102.96,93.09,3.64,39.44,151.73,155.24,78.92,3.82,,,,
375,2.95,1.63,16.63,38.63,1.47,1.16,11.48,0.41,3.66,1.1,14.31,6.8,3.8,3.12,2.47,9.23,,,89.57,0.13,38.23,152.96,153.25,83.98,5.82,,,,
376,2.4,2.72,21.85,39.54,2.46,1.17,12.67,0.39,2.98,0.08,10.45,5.67,3.46,4.02,2.64,13.06,,,87.31,4.06,36.14,152.6,147.25,80.75,3.52,,,,
377,2.25,5.24,23.73,41.06,3.39,0.16,11.17,1.55,3.04,0.18,7.95,4.3,4.28,2.99,0.98,15.28,155.69,85.82,86.09,3.76,34.11,151.51,142.15,77.38,7.94,,,,
378,2.28,4.59,22.33,39.73,4.07,0.65,12.09,1.82,2.63,0.21,5.73,5.28,5.09,1.33,2.77,18.4,148.02,79.31,83.86,3.35,31.47,153.82,142.29,74.4,4.29,,,,
379,1.69,4.42,20.86,35.95,5.34,1.34,13.42,3.89,2.67,0.43,6.41,1.18,5.7,0.27,0.27,21.64,,,81.93,1.07,27.98,153.75,140.08,72.97,2.38,,,,
380,1.2,1.3,15.31,35.43,5.58,1.47,11.36,2.48,3.24,1.45,7.84,4.77,5.58,0.38,1.98,25.72,,,81.28,1.87,23.83,155.28,138.04,70.08,1.45,,,,
381,0.37,2.07,9.31,31.49,5.92,0.73,15.27,2.04,3.57,1.8,6.44,3.63,4.93,0.9,3.72,29.78,,,79.8,5.85,20.53,156.91,138.71,69.32,1.97,,,,
382,0.18,5.75,4.54,33.94,6.78,2.67,14.42,4.22,2.98,0.02,3.17,3.37,3.31,2.93,6.41,32.84,,,79.08,,16.08,160.55,142.17,68.76,1.43,,,,
383,0.93,6.6,2.18,31.82,6.25,2.28,15.75,4.52,2.03,0.03,3.76,7.04,2,3.87,9.47,35.98,130.22,82.52,82.51,8.76,14.16,161.17,142.76,67.62,1.52,,,,
384,0.8,4.46,4.23,30.06,5.7,3.33,10.4,4.96,0.57,0.06,3.4,13,1.78,4.07,5.53,38.67,129.04,87.37,80.46,8.79,11.66,163.11,143.98,68.6,2.85,,,,
385,0.99,2.77,6.76,27.48,5.59,1.02,17.6,4.64,0.47,1.15,1.46,7.66,1.67,2.84,5.22,41.27,127.95,94.62,79.33,12.79,9.73,166.95,147.6,69.13,5.58,,,,
386,0.46,2.78,9.25,26.08,6.04,2.81,11.34,0.7,1.24,0.92,1.5,4.66,1.33,2.39,1.67,43.98,129.7,102.47,74.54,6.65,8.57,169.92,149.35,70.2,4.91,,,,
387,0.27,1.48,11.96,24.43,5.97,2.97,8.46,1.64,0.83,1.28,0.65,0.67,1.01,2.55,1.31,45.85,131.05,112.35,74.05,3.7,6.68,172,151.78,72.54,5.08,,,,
388,0.57,2.17,13.87,21.64,5.64,2.58,7.07,359.94,0.88,0.16,2.56,3.53,1.71,1.63,3.3,47.48,133.27,123.18,74.86,5.84,5.66,173.13,152.76,75.9,12.23,,,,
389,1.62,3.1,15.05,13.32,5.05,2.25,4.16,358.93,1.68,0.63,1.94,6.66,1.46,2.92,3.75,48.68,136.29,133.55,73.07,2.08,5.23,175.73,155.17,80.72,16.11,,,,
390,1.46,2.47,17.17,6.19,4.94,2.86,1.01,357.08,2.46,0.04,3.02,2,1.3,4.35,2.93,49.76,139.22,143.34,71.65,0.04,4.56,178.72,157.63,85.47,22.82,,,,
391,1.25,2.5,17.91,2.97,4.63,3.16,1.26,359.72,2.34,0.26,2.92,3.5,1.31,5.52,3.35,49.94,141.97,150.39,71.35,1.3,4.48,179.02,157.07,90.65,23.08,,,,
392,1.4,2.84,18.61,12.06,4.34,2.31,0.86,5.28,3.76,0.01,3.89,0.59,0.5,8.2,3.13,49.68,142.57,154.2,70.44,1.91,4.17,178.35,153.7,92.22,15.91,,,,
393,1.55,3.17,16.03,18.56,4.22,2.3,4.65,14.47,4.06,0.13,3.88,5.26,0.33,11.44,4.82,49.24,143.27,155.55,72.14,2.18,3.72,178.64,147.9,91.56,6.83,,,,
394,2.24,3.71,20.25,22.32,3.8,1.28,9.72,20.27,3.52,0.69,3.21,2.67,0.52,12.37,0.34,48.06,146.02,155.79,70.61,1.5,4.21,173.28,137.35,91.89,0.65,,,,
395,2.16,2.63,22.09,21.93,3.14,0.16,13.67,24.02,0.29,1.49,2.54,0.16,1.53,10.86,3.07,46.85,145.21,151.7,78.13,4.97,4.42,170.1,127.34,92.03,2.81,,,,
396,2.89,3.01,14.04,14.91,1.81,0.85,15.48,26.65,1.31,2.66,1.66,1.86,1.03,11.55,0.36,45.82,,,75.83,0.16,5.19,169.22,118.46,91.3,5.05,,,,
397,3.72,3.82,8.62,4.49,0.88,1.73,16.53,31.19,2.88,3.22,1.16,5.36,0.35,9.35,1.4,42.97,,,72.73,0.68,5.87,166.55,109.32,88.67,7.05,,,,
398,4.36,3.58,9.13,5.81,0.79,4.01,18.48,30.17,1.5,3.64,0.38,6.23,1.02,7.13,1.84,39.48,,,68.81,2.08,7.07,164.84,101.93,88.24,5.91,,,,
399,4.48,4.08,9.24,7.8,0.81,9.84,22.96,33.55,1.57,4.73,0.89,7.58,0.47,8.5,0.49,36.06,,,66.87,0.28,10.22,162.06,94.18,85.65,5.82,,,,
400,4.41,3.17,10.68,9.02,0.47,10.79,23.5,31.99,1.68,5.63,2.19,2.88,0.67,6.31,0.73,31.4,,,65.18,3.98,10.44,157.44,86.02,83.83,8.87,,,,
401,4,2.47,11.72,9.31,0.12,4.52,16.88,30.77,2.26,5.88,2.35,1.44,0.72,5.58,1.85,27.57,,,63.49,3.3,13.21,153.47,81.05,81.04,6.43,,,,
402,4.07,2.04,13.95,8.01,1.93,8.3,4.25,30.71,2.39,5.82,2.1,2.88,2.23,2.32,0.01,22.85,,,62.12,3.86,14.7,148.96,77.52,80.65,9.74,,,,
403,4.46,2.25,12.74,7.74,0.67,9.12,0.37,30.9,1.39,5.26,1.89,4.93,2.21,2.14,2.97,20.24,,,62.47,6.25,17.06,145.43,75.97,79.93,5.79,,,,
404,5.67,3.46,13.05,8.15,0.65,7.05,0.1,27.97,0.02,4.27,0.04,5.28,2.98,0.3,0.36,17.05,159.52,141.17,63.73,7.48,19.27,142.03,76.02,81.25,13.63,,,,
405,6.19,4.05,11.9,7.65,1,4.17,3.77,25.64,1.17,3.32,1.27,7.65,3.45,0.13,0.6,14.32,,,65.45,11.97,21.93,138.74,76.57,78.31,3.97,,,,
406,6.46,5.21,11.31,8.89,0.14,2.04,9.27,24.29,2.52,2.13,2.95,13.46,3.18,0.28,8.59,11.9,162.01,145.3,68.62,13.44,24.66,136.69,80.41,77.26,5.5,,,,
407,7.22,5.7,11.46,9.59,0.28,0.14,11.76,18.17,3.13,1.69,3.19,14.46,2.63,2.33,9.61,9.12,,,68.64,11.31,27.54,134.66,84.64,76.48,6.99,,,,
408,6.79,5.48,9.06,8.12,0.02,0.6,10.73,14.06,3.2,1.28,3.78,12.68,2.45,2.48,11.62,7.72,,,71.01,13.66,29.92,133.03,90.55,76.38,13.41,,,,
409,7.18,5.98,8.23,8.87,1.33,1.83,12.66,9.38,2.72,1.53,2.88,4.47,2.17,2.96,6.49,6.27,,,76.1,16.45,31.64,132.73,96.9,75.55,13.34,,,,
410,7.11,6.4,6.52,7.51,0.94,1.15,14.26,4.35,1.84,1.05,3.34,4.02,2.41,3.21,10.09,5.29,,,82.73,25.86,33.57,133.95,105.27,75.18,13.86,,,,
411,6.42,6.08,5.35,7.27,0.57,0.36,19.44,6.07,0.93,0.53,4.75,7.02,2.75,3.22,10.5,4.02,,,88.32,33.03,34.94,136,114.86,73.47,11.9,,,,
412,6.16,6.65,2.02,8.47,1.06,0.29,20.23,358.9,0.18,0.35,5.77,5.2,2.49,3.31,3.81,3.03,,,97.32,42.48,36.63,138.68,125.76,72.57,7.71,,,,
413,5.95,7.03,0.07,8.44,1.4,0.12,21.43,351.47,0.03,0.23,7.1,2.05,2.57,2.13,1.32,2.95,,,100.69,31.99,38.05,141.53,138.71,74.49,6.94,,,,
414,5.62,7.44,2.35,10.05,1.92,0.11,24.02,347.64,0.71,0.24,8.35,4.06,1.8,3.1,6.08,2.9,,,101.57,11.12,39.17,144.06,147.44,74.42,2.2,,,,
415,4.94,6.67,0.93,15.23,1.73,0.43,24.57,343.15,1,0.44,9.28,1.05,2.03,3.41,2.93,2.91,170.27,132.08,100.58,2.86,39.58,146.93,154.1,74.98,2.94,,,,
416,4.11,5.34,0.67,19.73,2.03,0.21,24.82,344.41,0.36,1.13,8.12,2.65,1.76,4.36,1.64,3.76,168.43,124.26,103.49,5.23,39.29,147.95,154.08,73.45,3.05,,,,
417,3.62,4.23,8.76,28.27,2.24,0.1,18.29,347.75,0.48,1.26,8.88,2.16,2.73,3.55,2.01,4.78,164,114.6,102.95,2.41,38.88,150.17,154.59,75.43,8.4,,,,
418,3.05,1.55,15.44,36.32,2.86,0.37,14.81,355.46,1.42,0.3,9.06,3.63,2.49,3.8,5.16,6.37,160.12,104.87,98.46,8,38.51,151.92,153.27,81.68,8.32,,,,
419,2.42,0.93,18.91,41.65,3.42,0.14,15.19,359.22,1.78,0.27,7.83,3.23,2.71,3.45,5.36,8.74,,,94.97,1.36,37.19,151.13,148.87,81.38,0.04,,,,
420,2.16,0.97,20.26,40.25,3.78,0.37,14.36,1.45,1.06,0.79,3.6,4.86,2.59,3.88,1.32,11.64,,,90.55,4.17,35.44,150.77,143.3,78.66,3.14,,,,
421,1.48,1.64,20.41,41.31,3.95,0.4,14.67,1.11,2.05,0.76,2.13,0.83,3.46,2.6,0.07,14.99,152.81,87.38,87.97,6.06,32.71,152.14,140.5,75.53,4.14,,,,
422,0.16,0.31,17.52,41.14,4.27,0.27,15.58,1.71,2.32,1.17,0.79,2.1,3.54,2.29,2.46,17.05,148.56,82.89,84.82,3.79,29.34,156.63,142.66,75.11,0.77,,,,
423,1.81,4.43,13.15,39.86,4.14,0.17,16.13,1.11,2.94,0.15,3.76,7.54,3.92,1.89,1.56,20.04,143.04,80.6,84.68,3.73,26.33,156.55,140.62,72.76,2.08,,,,
424,1.99,7.36,9.01,36.75,4.52,0.45,14.64,2.11,2.46,0.28,2.76,6.86,3.67,2.27,1.31,23.22,135.98,77.95,82.67,1.05,22.78,155.59,137.68,70.9,1.99,,,,
425,1.62,12.19,1.58,36.26,4.67,0.29,16.94,3.54,1.7,0.06,3.23,7.37,3.09,2.82,3.95,26.25,132.48,78.84,79.65,6.45,18.41,157.19,138.82,70.4,2.27,,,,
426,1.17,11.79,0.23,34.76,4.88,0.52,16.06,3.25,1.79,0.5,2.79,7.11,2.32,3.71,10.1,29.74,129.74,81.1,81.86,,15.06,160.14,140,67.75,1.42,,,,
427,1.3,9.87,1.54,30.7,5.18,0.76,17.33,2.94,1.4,1.26,1.39,7.57,0.95,4.12,5.27,32.45,129.03,86.33,79.75,12.51,13.18,162.56,142.67,69.48,1.75,,,,
428,1.64,7.82,3.27,27.07,5.34,1.6,14.84,3.1,0.64,1.45,0.81,5.81,0.1,4.8,3.6,34.62,127.43,91.56,78.72,7.92,9.75,166.87,145.13,70.05,5.63,,,,
429,0.86,5.53,6.93,25.36,5.57,1.01,16.98,2.03,1,1.17,0.99,7.57,0.19,3.86,6,37.28,128.33,99.7,78,8.54,6.83,169.09,147.18,68.36,2.44,,,,
430,1.43,4.09,11.68,23.21,5.52,2.06,11.6,359.48,0.5,1.41,0.95,8.5,0.01,2.94,3.98,39.33,128.79,107.96,74.49,6.09,6.1,170.91,149.12,70.7,5.56,,,,
431,1.83,3.53,14.01,21.17,5.45,1.79,10.75,1.34,0.05,1.06,2.19,0.39,0.28,1.68,1.97,41.38,129.82,117.4,73.67,4.3,5.73,171.9,149.73,72.09,9.25,,,,
432,2.22,4.09,14.26,16.33,4.94,2.41,6,1.42,0.74,1.31,2.19,2.04,0.71,0.58,5.21,42.09,132.57,127.62,74.47,4.24,4.55,175.64,153.04,75.04,13.52,,,,
433,2.95,4.51,15.97,10.17,4.22,1.66,3.53,359.23,1.13,0.97,2.51,3.63,1.07,0.33,3.51,43.11,135.74,137.64,72.55,0.51,3.49,179.06,157.33,80.22,17.24,,,,
434,2.45,3.25,17.37,0.48,3.73,1.96,0.39,357.71,1.49,1.22,2.75,5.25,0.79,1.56,5.17,43.22,137.85,145.54,72.52,0.47,3.44,178.67,156.9,84.98,22.03,,,,
435,2.78,3.73,14.85,6.88,3.77,2.69,3.24,357.25,1.92,0.79,4.44,0.36,0.47,2.95,14,43,139.6,150.87,70.62,1.33,3.53,180.22,158.77,92.24,29.18,,,,
436,2.87,3.77,15.51,13.71,3.26,2.26,3,359.63,3.52,1.49,3.36,0.61,0.96,3.36,11.41,42.68,141.38,153.7,71.52,0.08,3.78,180.57,157.02,96.8,30.29,,,,
437,2.99,3.72,15.72,19.49,3.13,2.23,3.36,5.28,3.64,1.6,3.01,5.91,0.15,6.05,8.3,41.8,142.88,155.02,73.02,2.34,3.98,179.14,151.87,96.67,13.02,,,,
438,3.01,3.13,19.97,22.46,2.73,0.39,2.03,15.09,3.9,1.73,3.24,1.38,0.29,8.48,6.35,40.96,143.89,153.6,72.06,4.1,4.69,177.19,144.44,96.92,6.77,,,,
439,3.02,2.38,23.6,22.32,2.34,0.41,4.54,20.26,2.08,4.19,0.83,2.99,0.22,9.83,5.25,39.1,,,77.41,7.78,6.27,173.37,135.08,98.07,3.12,,,,
440,3.81,2.73,15.06,16.91,1.97,0.7,7.41,24.22,,3.17,1.85,1.72,0.22,8.19,6.76,37.66,,,75.99,0.65,6.74,170.11,124.75,95.75,1.78,,,,
441,4.26,2.64,9.68,2.7,1.21,0.31,8.62,26.78,1.65,4,0.85,0.77,1.08,10.58,0.78,35.03,144.35,141.57,72.6,3.1,8.07,169.91,118.87,95.74,1.69,,,,
442,4.94,2.8,9.78,5.41,0.73,2.81,13.1,28.99,0.4,5.96,1.46,0.69,0.89,9.74,2.07,31.79,,,69.77,1.89,8.99,168.09,111.67,93.58,5.08,,,,
443,6,3.59,10.13,7.79,0.8,2.69,15.27,30.52,0.45,6.47,2.09,0.16,1.51,10.51,2.75,29.02,,,67.1,1.04,10.11,165.04,104.43,92.8,4.1,,,,
444,5.72,3.38,10.89,9.62,0.11,3.4,16.23,31.92,1.18,6.57,2.27,5.81,1.11,8.86,0.41,24.77,,,64.45,2.9,13.03,161.1,97.8,91.12,8.81,,,,
445,6.07,3.17,12.04,8.79,0.05,0.92,14.54,34.67,0.75,6.32,1.13,0.94,0.54,7.54,2.09,20.91,,,63.37,0.2,14.91,156.47,92.08,90.82,7.05,,,,
446,5.96,3.01,12.52,8.78,0.53,0.55,15.08,34.84,0.47,6.66,1,1.73,0.97,6.55,0.91,18.1,154.61,139.14,61.93,1.2,17.96,153.74,89.4,88.79,5.44,,,,
447,6.25,2.73,14.03,7.81,0.77,1.89,11.55,31.95,0.12,5.61,0.34,2.65,0.76,3.95,3.16,15.29,156.9,141.6,64.58,2.34,20.24,149,87.19,87.83,10.1,,,,
448,6.7,2.91,13.39,7.37,1.18,0.11,12.73,29.15,2.02,3.88,2.87,4.35,1.57,1.9,4.78,11.56,157.79,143.05,65.22,3.36,22.34,147.49,87.38,86.85,6.65,,,,
449,7.08,3.22,10.37,5.68,0.85,0.62,12.86,29.24,3.21,3.3,3.33,5.1,0.99,3.35,6.97,8.91,160.19,145.08,67.61,15.35,25.48,143.69,88.57,84.6,1.2,,,,
450,7.6,4.1,7.75,7.53,0.57,0.48,14.55,27.03,3.38,3.59,2.88,18.77,1.91,2.3,8.06,7.25,,,71.47,13.93,28.13,140.88,90.91,83.73,,,,,
451,7.19,3.53,10.53,8.67,0.42,1.43,14.96,24.56,3.26,3.19,3.42,15.53,2.03,2.55,12.77,6.16,,,72.78,16.56,30.7,140.62,95.02,82.22,9.97,,,,
452,7.73,4.6,7.9,7.7,1.01,1.64,15.48,20.26,3.14,2.06,4.76,9.76,2.38,2.21,7.37,4.3,,,74.89,16.03,32.92,140.3,100.69,80.52,7.33,,,,
453,7.63,5.27,4.6,8.27,1.85,2.2,15.49,13.14,2.75,1.86,5.03,6.54,2.57,2.66,10.57,3.71,,,80.96,26.55,34.83,141.01,108.14,80.72,9.44,,,,
454,7.64,5.74,2.79,5.77,1.22,0.14,20.28,9.9,1.38,1.74,6,4.9,3.04,3.37,5.66,2.76,,,86.02,31.42,37.04,141.37,115.63,78.71,7.17,,,,
455,7.73,6.48,0.63,5.23,1.11,0.02,22.64,6.89,0.78,1.85,6.37,0.79,2.95,4.3,43.45,2.25,,,91.15,31.86,38.94,142.84,125.38,77.69,7.68,,,,
456,7.56,6.85,2.19,8,1.7,0.71,23.59,1.24,0.12,1.28,8.56,1.2,3.38,2.08,3.99,2.27,,,95.13,25.99,40.29,145.39,136.76,78.18,5.41,,,,
